device_profile_id,DeviceInfo,id_30,id_31,id_33
iOS Device|iOS 11.0.3|mobile safari 11.0|2208x1242,iOS Device,iOS 11.0.3,mobile safari 11.0,2208x1242
rv:52.0|Windows 7|firefox 52.0|1680x1050,rv:52.0,Windows 7,firefox 52.0,1680x1050
Trident/7.0|UNK|ie 11.0 for tablet|UNK,Trident/7.0,,ie 11.0 for tablet,
iOS Device|iOS 11.1.1|mobile safari 11.0|2001x1125,iOS Device,iOS 11.1.1,mobile safari 11.0,2001x1125
Windows|Windows 10|edge 16.0|1366x768,Windows,Windows 10,edge 16.0,1366x768
Windows|Windows 8.1|chrome 58.0|2880x1620,Windows,Windows 8.1,chrome 58.0,2880x1620
SM-G925W8|UNK|chrome 62.0 for android|UNK,SM-G925W8,,chrome 62.0 for android,
M4 SS4451 Build/LMY47D|UNK|chrome 61.0 for android|UNK,M4 SS4451 Build/LMY47D,,chrome 61.0 for android,
rv:48.0|Windows 7|firefox 48.0|1600x900,rv:48.0,Windows 7,firefox 48.0,1600x900
Windows|Windows 8.1|firefox 57.0|1920x1080,Windows,Windows 8.1,firefox 57.0,1920x1080
Windows|Windows 7|firefox|1920x1080,Windows,Windows 7,firefox,1920x1080
SAMSUNG-SM-G930A Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080
iOS Device|iOS 10.3.2|mobile safari 10.0|2048x1536,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
iOS Device|iOS 11.0.0|mobile safari 11.0|1334x750,iOS Device,iOS 11.0.0,mobile safari 11.0,1334x750
Windows|Windows 10|edge 16.0|1920x1080,Windows,Windows 10,edge 16.0,1920x1080
MacOS|Mac OS X 10_11_6|chrome 62.0|1366x768,MacOS,Mac OS X 10_11_6,chrome 62.0,1366x768
Windows|Windows 8.1|firefox 57.0|1680x1050,Windows,Windows 8.1,firefox 57.0,1680x1050
Windows|Windows 7|firefox 57.0|1680x1050,Windows,Windows 7,firefox 57.0,1680x1050
rv:57.0|Mac OS X 10.10|firefox 57.0|2880x1800,rv:57.0,Mac OS X 10.10,firefox 57.0,2880x1800
Windows|Windows 10|chrome 62.0|3840x2160,Windows,Windows 10,chrome 62.0,3840x2160
rv:56.0|Mac OS X 10.11|firefox 56.0|1920x1080,rv:56.0,Mac OS X 10.11,firefox 56.0,1920x1080
HTC One M9 Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,HTC One M9 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080
rv:57.0|Mac OS X 10.10|firefox 57.0|1920x1080,rv:57.0,Mac OS X 10.10,firefox 57.0,1920x1080
MacOS|Mac OS X 10_10_5|safari generic|5120x2880,MacOS,Mac OS X 10_10_5,safari generic,5120x2880
Windows|Windows 7|UNK|1638x922,Windows,Windows 7,,1638x922
MacOS|Mac OS X 10_10_5|safari generic|1920x1200,MacOS,Mac OS X 10_10_5,safari generic,1920x1200
rv:11.0|Windows 7|ie 11.0 for desktop|UNK,rv:11.0,Windows 7,ie 11.0 for desktop,
7055A Build/KVT49L|UNK|chrome 62.0 for android|UNK,7055A Build/KVT49L,,chrome 62.0 for android,
Moto G Play Build/MPIS24.241-15.3-7|UNK|chrome 62.0 for android|UNK,Moto G Play Build/MPIS24.241-15.3-7,,chrome 62.0 for android,
iOS Device|iOS 11.1.2|mobile safari generic|1136x640,iOS Device,iOS 11.1.2,mobile safari generic,1136x640
MacOS|Mac OS X 10_12_3|safari generic|1440x900,MacOS,Mac OS X 10_12_3,safari generic,1440x900
UNK|Android|chrome 62.0|1280x720,,Android,chrome 62.0,1280x720
SM-T810 Build/NRD90M|Android 7.0|chrome 62.0 for android|2048x1536,SM-T810 Build/NRD90M,Android 7.0,chrome 62.0 for android,2048x1536
Trident/7.0|Windows 8.1|ie 11.0 for desktop|UNK,Trident/7.0,Windows 8.1,ie 11.0 for desktop,
Windows|Windows 10|chrome 62.0|1280x768,Windows,Windows 10,chrome 62.0,1280x768
Windows|Windows 10|edge 15.0|2160x1440,Windows,Windows 10,edge 15.0,2160x1440
Windows|Windows 7|chrome 56.0|1600x900,Windows,Windows 7,chrome 56.0,1600x900
MacOS|Mac OS X 10_12|safari generic|1440x900,MacOS,Mac OS X 10_12,safari generic,1440x900
MacOS|Mac OS X 10_12_3|chrome 62.0|1440x900,MacOS,Mac OS X 10_12_3,chrome 62.0,1440x900
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1920x1080,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1080
iOS Device|iOS 9.3.5|mobile safari 9.0|1024x768,iOS Device,iOS 9.3.5,mobile safari 9.0,1024x768
rv:51.0|UNK|firefox|UNK,rv:51.0,,firefox,
SAMSUNG|UNK|chrome generic|UNK,SAMSUNG,,chrome generic,
iOS Device|iOS 11.1.0|mobile safari 11.0|2208x1242,iOS Device,iOS 11.1.0,mobile safari 11.0,2208x1242
MacOS|Mac|safari generic|1920x1080,MacOS,Mac,safari generic,1920x1080
Windows|UNK|chrome 59.0|UNK,Windows,,chrome 59.0,
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1366x768,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x768
UNK|Linux|chrome 56.0|1920x1200,,Linux,chrome 56.0,1920x1200
UNK|Linux|chrome 62.0|UNK,,Linux,chrome 62.0,
rv:48.0|Windows 10|firefox 48.0|1920x1080,rv:48.0,Windows 10,firefox 48.0,1920x1080
SM-N910V Build/MMB29M|Android 6.0.1|chrome 62.0 for android|2560x1440,SM-N910V Build/MMB29M,Android 6.0.1,chrome 62.0 for android,2560x1440
LG-K410 Build/LRX22G|UNK|chrome 62.0 for android|UNK,LG-K410 Build/LRX22G,,chrome 62.0 for android,
iOS Device|iOS 11.1.1|mobile safari generic|1334x750,iOS Device,iOS 11.1.1,mobile safari generic,1334x750
Windows|Windows 7|chrome 62.0|1360x768,Windows,Windows 7,chrome 62.0,1360x768
Windows|Windows 10|firefox 57.0|1280x960,Windows,Windows 10,firefox 57.0,1280x960
iOS Device|iOS 11.1.0|mobile safari generic|1136x640,iOS Device,iOS 11.1.0,mobile safari generic,1136x640
SM-G930T Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1080,SM-G930T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080
rv:11.0|Windows 10|ie 11.0 for desktop|1600x900,rv:11.0,Windows 10,ie 11.0 for desktop,1600x900
Moto G Play Build/MPIS24.241-15.3-7|UNK|chrome 61.0 for android|UNK,Moto G Play Build/MPIS24.241-15.3-7,,chrome 61.0 for android,
SAMSUNG|Android 7.0|samsung browser 6.2|1920x1080,SAMSUNG,Android 7.0,samsung browser 6.2,1920x1080
LG-H870 Build/NRD90U|UNK|chrome 62.0 for android|UNK,LG-H870 Build/NRD90U,,chrome 62.0 for android,
iOS Device|iOS 10.2.1|mobile safari 10.0|1334x750,iOS Device,iOS 10.2.1,mobile safari 10.0,1334x750
SAMSUNG SM-G950U1 Build/NRD90M|Android 7.0|samsung browser 6.2|2220x1080,SAMSUNG SM-G950U1 Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080
Windows|Windows 10|chrome 62.0|1440x900,Windows,Windows 10,chrome 62.0,1440x900
SAMSUNG SM-S727VL Build/MMB29M|Android 6.0.1|samsung browser 4.0|1280x720,SAMSUNG SM-S727VL Build/MMB29M,Android 6.0.1,samsung browser 4.0,1280x720
SM-N920G Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-N920G Build/NRD90M,,chrome 62.0 for android,
Moto G (5) Plus Build/NPN25.137-72|UNK|android webview 4.0|UNK,Moto G (5) Plus Build/NPN25.137-72,,android webview 4.0,
Windows|Windows 10|chrome 61.0|1920x1080,Windows,Windows 10,chrome 61.0,1920x1080
Moto G (5) Build/NPP25.137-72|UNK|chrome generic|UNK,Moto G (5) Build/NPP25.137-72,,chrome generic,
Windows|Windows 7|chrome 61.0|1280x1024,Windows,Windows 7,chrome 61.0,1280x1024
MacOS|Mac OS X 10_13_1|chrome 62.0|1280x800,MacOS,Mac OS X 10_13_1,chrome 62.0,1280x800
UNK|Linux|chrome 62.0|1366x768,,Linux,chrome 62.0,1366x768
SM-G935F Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-G935F Build/NRD90M,,chrome 62.0 for android,
Windows|Windows 10|chrome 62.0|3440x1440,Windows,Windows 10,chrome 62.0,3440x1440
MacOS|Mac OS X 10_11_6|chrome 62.0|2880x1800,MacOS,Mac OS X 10_11_6,chrome 62.0,2880x1800
UNK|UNK|firefox 56.0|UNK,,,firefox 56.0,
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1440x900,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1440x900
Windows|Windows Vista|chrome 49.0|1440x900,Windows,Windows Vista,chrome 49.0,1440x900
MacOS|Mac OS X 10_12|safari generic|2560x1600,MacOS,Mac OS X 10_12,safari generic,2560x1600
Windows|Windows 10|edge 13.0|1366x768,Windows,Windows 10,edge 13.0,1366x768
LG-D373 Build/KOT49I.V10a|UNK|chrome 61.0 for android|UNK,LG-D373 Build/KOT49I.V10a,,chrome 61.0 for android,
ALE-L23 Build/HuaweiALE-L23|UNK|chrome 46.0 for android|UNK,ALE-L23 Build/HuaweiALE-L23,,chrome 46.0 for android,
Windows|Windows 10|ie 11.0 for desktop|UNK,Windows,Windows 10,ie 11.0 for desktop,
Z836BL|Android 6.0.1|chrome 53.0 for android|855x480,Z836BL,Android 6.0.1,chrome 53.0 for android,855x480
iOS Device|iOS|mobile safari generic|1334x750,iOS Device,iOS,mobile safari generic,1334x750
Ilium X710 Build/MRA58K|UNK|chrome 62.0 for android|UNK,Ilium X710 Build/MRA58K,,chrome 62.0 for android,
LG-D680 Build/KOT49I|UNK|chrome 62.0 for android|UNK,LG-D680 Build/KOT49I,,chrome 62.0 for android,
Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1200,Trident/7.0,Windows 10,ie 11.0 for desktop,1920x1200
M4 SS4450 Build/MRA58K|UNK|other|UNK,M4 SS4450 Build/MRA58K,,other,
LGMP260 Build/NRD90U|Android 7.0|chrome 62.0 for android|1280x720,LGMP260 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720
LG-K580 Build/MRA58K|UNK|chrome 62.0 for android|UNK,LG-K580 Build/MRA58K,,chrome 62.0 for android,
SM-J700M Build/LMY48B|UNK|chrome 54.0 for android|UNK,SM-J700M Build/LMY48B,,chrome 54.0 for android,
Windows|Windows 10|firefox 56.0|1920x1080,Windows,Windows 10,firefox 56.0,1920x1080
SM-A710M|UNK|chrome 62.0 for android|UNK,SM-A710M,,chrome 62.0 for android,
Trident/7.0|Windows 10|ie 11.0 for desktop|1680x1050,Trident/7.0,Windows 10,ie 11.0 for desktop,1680x1050
Moto Z2 Play Build/NPSS26.118-19-6|UNK|chrome 62.0 for android|UNK,Moto Z2 Play Build/NPSS26.118-19-6,,chrome 62.0 for android,
rv:56.0|Mac OS X 10.13|firefox 56.0|1366x768,rv:56.0,Mac OS X 10.13,firefox 56.0,1366x768
MacOS|Mac OS X 10_11_6|safari generic|1920x1200,MacOS,Mac OS X 10_11_6,safari generic,1920x1200
Moto G (4) Build/NPJ25.93-14.5|UNK|chrome generic|UNK,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,
Z981 Build/MMB29M|Android 6.0.1|chrome 62.0 for android|1920x1080,Z981 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080
iOS Device|iOS 10.2.1|mobile safari 10.0|2208x1242,iOS Device,iOS 10.2.1,mobile safari 10.0,2208x1242
MacOS|Mac OS X 10_12_5|chrome 62.0|1440x900,MacOS,Mac OS X 10_12_5,chrome 62.0,1440x900
SM-T710 Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-T710 Build/NRD90M,,chrome 62.0 for android,
MacOS|Mac OS X 10_10_5|safari generic|2560x1440,MacOS,Mac OS X 10_10_5,safari generic,2560x1440
SM-T700 Build/MMB29K|UNK|chrome 62.0 for android|UNK,SM-T700 Build/MMB29K,,chrome 62.0 for android,
ONE TOUCH 4033A Build/JDQ39|UNK|chrome 62.0 for android|UNK,ONE TOUCH 4033A Build/JDQ39,,chrome 62.0 for android,
MacOS|Mac OS X 10_10_5|chrome 61.0|1366x768,MacOS,Mac OS X 10_10_5,chrome 61.0,1366x768
SM-J700M Build/LMY48B|UNK|chrome 60.0 for android|UNK,SM-J700M Build/LMY48B,,chrome 60.0 for android,
F5121 Build/34.3.A.0.228|UNK|chrome 62.0 for android|UNK,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,
UNK|Android|chrome 61.0|1280x720,,Android,chrome 61.0,1280x720
MacOS|Mac OS X 10_8_5|chrome 49.0|1280x800,MacOS,Mac OS X 10_8_5,chrome 49.0,1280x800
WAS-LX3 Build/HUAWEIWAS-LX3|UNK|chrome 62.0 for android|UNK,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 62.0 for android,
MacOS|Mac OS X 10_13_1|chrome 62.0|1440x900,MacOS,Mac OS X 10_13_1,chrome 62.0,1440x900
R8106|UNK|chrome 62.0 for android|UNK,R8106,,chrome 62.0 for android,
iOS Device|iOS 11.0.1|mobile safari 11.0|2732x2048,iOS Device,iOS 11.0.1,mobile safari 11.0,2732x2048
MacOS|Mac OS X 10_9_5|safari generic|1440x900,MacOS,Mac OS X 10_9_5,safari generic,1440x900
MotoG3 Build/MPIS24.65-33.1-2-16|UNK|chrome 62.0 for android|UNK,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 62.0 for android,
SM-G925I Build/MMB29K|UNK|chrome 62.0 for android|UNK,SM-G925I Build/MMB29K,,chrome 62.0 for android,
HUAWEI VNS-L53 Build/HUAWEIVNS-L53|UNK|chrome 62.0 for android|UNK,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 62.0 for android,
MacOS|Mac OS X 10_11_6|chrome 61.0|2880x1800,MacOS,Mac OS X 10_11_6,chrome 61.0,2880x1800
iOS Device|iOS 10.3.3|mobile safari 10.0|2001x1125,iOS Device,iOS 10.3.3,mobile safari 10.0,2001x1125
iOS Device|iOS 11.0.2|mobile safari 11.0|2208x1242,iOS Device,iOS 11.0.2,mobile safari 11.0,2208x1242
Blade V6 Build/LRX22G|UNK|chrome 62.0 for android|UNK,Blade V6 Build/LRX22G,,chrome 62.0 for android,
SM-T113NU Build/KTU84P|UNK|chrome 62.0 for android|UNK,SM-T113NU Build/KTU84P,,chrome 62.0 for android,
SAMSUNG SM-G530H Build/LRX22G|UNK|other|UNK,SAMSUNG SM-G530H Build/LRX22G,,other,
SM-J510MN Build/MMB29M|UNK|chrome 62.0 for android|UNK,SM-J510MN Build/MMB29M,,chrome 62.0 for android,
SM-G950F Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-G950F Build/NRD90M,,chrome 62.0 for android,
iOS Device|iOS 11.1.0|mobile safari 11.0|1334x750,iOS Device,iOS 11.1.0,mobile safari 11.0,1334x750
SAMSUNG SM-J700M Build/MMB29K|UNK|samsung browser 6.2|UNK,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.2,
MacOS|Mac OS X 10_12_6|safari generic|5120x2880,MacOS,Mac OS X 10_12_6,safari generic,5120x2880
SM-G570M Build/MMB29K|UNK|chrome 62.0 for android|UNK,SM-G570M Build/MMB29K,,chrome 62.0 for android,
SAMSUNG-SM-G891A Build/NRD90M|Android 7.0|chrome 62.0 for android|UNK,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,
iOS Device|iOS 9.3.5|mobile safari 9.0|2208x1242,iOS Device,iOS 9.3.5,mobile safari 9.0,2208x1242
Windows|Windows Vista|firefox 52.0|1280x800,Windows,Windows Vista,firefox 52.0,1280x800
SM-G531H Build/LMY48B|UNK|chrome 62.0 for android|UNK,SM-G531H Build/LMY48B,,chrome 62.0 for android,
SM-J500M Build/LMY48B|UNK|chrome 62.0 for android|UNK,SM-J500M Build/LMY48B,,chrome 62.0 for android,
XT1032 Build/LPBS23.13-56-2|UNK|chrome 54.0 for android|UNK,XT1032 Build/LPBS23.13-56-2,,chrome 54.0 for android,
SM-J727U Build/NRD90M|UNK|chrome 58.0 for android|UNK,SM-J727U Build/NRD90M,,chrome 58.0 for android,
LGLS676 Build/MXB48T|Android 6.0.1|chrome 62.0 for android|1280x720,LGLS676 Build/MXB48T,Android 6.0.1,chrome 62.0 for android,1280x720
iOS Device|iOS 10.0.2|mobile safari 10.0|1136x640,iOS Device,iOS 10.0.2,mobile safari 10.0,1136x640
MacOS|Mac OS X 10_13_1|safari generic|1152x720,MacOS,Mac OS X 10_13_1,safari generic,1152x720
MacOS|Mac OS X 10_10_5|chrome 62.0|1280x800,MacOS,Mac OS X 10_10_5,chrome 62.0,1280x800
TA-1003|UNK|chrome 62.0 for android|UNK,TA-1003,,chrome 62.0 for android,
iOS Device|iOS 11.0.2|mobile safari 11.0|1136x640,iOS Device,iOS 11.0.2,mobile safari 11.0,1136x640
SM-G900V Build/MMB29M|Android 6.0.1|chrome 62.0 for android|1920x1080,SM-G900V Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080
UNK|Linux|chrome 60.0|1366x768,,Linux,chrome 60.0,1366x768
SM-G955U Build/NRD90M|Android 7.0|chrome 62.0 for android|2220x1080,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080
iOS Device|iOS 11.0.1|mobile safari uiwebview|2048x1536,iOS Device,iOS 11.0.1,mobile safari uiwebview,2048x1536
VK810|Android 5.0.2|chrome 62.0 for android|1920x1200,VK810,Android 5.0.2,chrome 62.0 for android,1920x1200
MacOS|Mac OS X 10_11_6|safari generic|2560x1600,MacOS,Mac OS X 10_11_6,safari generic,2560x1600
Windows|Windows 7|firefox 57.0|1366x768,Windows,Windows 7,firefox 57.0,1366x768
KFASWI Build/LVY48F|Android 5.1.1|chrome generic|UNK,KFASWI Build/LVY48F,Android 5.1.1,chrome generic,
iOS Device|iOS 10.2.0|mobile safari 10.0|2048x1536,iOS Device,iOS 10.2.0,mobile safari 10.0,2048x1536
SM-J320M Build/LMY47V|UNK|chrome 62.0 for android|UNK,SM-J320M Build/LMY47V,,chrome 62.0 for android,
MacOS|Mac OS X 10_13_1|chrome 62.0|2880x1800,MacOS,Mac OS X 10_13_1,chrome 62.0,2880x1800
MacOS|Mac OS X 10_13_1|chrome 62.0|5120x2880,MacOS,Mac OS X 10_13_1,chrome 62.0,5120x2880
rv:52.0|Windows Vista|firefox 52.0|1920x1080,rv:52.0,Windows Vista,firefox 52.0,1920x1080
Trident/7.0|Windows 10|ie 11.0 for desktop|3440x1440,Trident/7.0,Windows 10,ie 11.0 for desktop,3440x1440
rv:57.0|Windows 10|firefox|1366x768,rv:57.0,Windows 10,firefox,1366x768
MacOS|Mac OS X 10_12_6|safari generic|4096x2304,MacOS,Mac OS X 10_12_6,safari generic,4096x2304
SM-J120H Build/LMY47V|UNK|chrome generic|UNK,SM-J120H Build/LMY47V,,chrome generic,
Windows|Windows 10|chrome 62.0|1280x1025,Windows,Windows 10,chrome 62.0,1280x1025
Windows|Windows 8.1|ie 11.0 for desktop|1600x900,Windows,Windows 8.1,ie 11.0 for desktop,1600x900
Windows|Windows 7|chrome 62.0|2560x1440,Windows,Windows 7,chrome 62.0,2560x1440
Windows|Windows 10|chrome 62.0|1280x720,Windows,Windows 10,chrome 62.0,1280x720
MacOS|Mac OS X 10_13_1|safari generic|5120x2880,MacOS,Mac OS X 10_13_1,safari generic,5120x2880
Windows|Windows 10|chrome|1600x900,Windows,Windows 10,chrome,1600x900
SM-N950U Build/NMF26X|Android 7.1.1|chrome 62.0 for android|UNK,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,
MacOS|Mac OS X 10_11_6|chrome 62.0|1440x900,MacOS,Mac OS X 10_11_6,chrome 62.0,1440x900
MacOS|Mac OS X 10_13_1|safari generic|3360x2100,MacOS,Mac OS X 10_13_1,safari generic,3360x2100
Windows|Windows 8.1|chrome 62.0|2304x1296,Windows,Windows 8.1,chrome 62.0,2304x1296
iOS Device|iOS 11.0.3|chrome 62.0 for ios|2048x1536,iOS Device,iOS 11.0.3,chrome 62.0 for ios,2048x1536
LG-D693n Build/LRX22G|UNK|chrome 60.0 for android|UNK,LG-D693n Build/LRX22G,,chrome 60.0 for android,
Windows|Windows XP|firefox 52.0|1152x864,Windows,Windows XP,firefox 52.0,1152x864
HUAWEI RIO-L03 Build/HUAWEIRIO-L03|UNK|chrome 62.0 for android|UNK,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 62.0 for android,
Windows|Windows 10|firefox 52.0|1920x1080,Windows,Windows 10,firefox 52.0,1920x1080
Windows|Windows XP|chrome 49.0|1024x768,Windows,Windows XP,chrome 49.0,1024x768
iOS Device|iOS 10.3.3|mobile safari generic|2048x1536,iOS Device,iOS 10.3.3,mobile safari generic,2048x1536
iOS Device|iOS|mobile safari 8.0|1024x768,iOS Device,iOS,mobile safari 8.0,1024x768
MacOS|Mac OS X 10_11_6|safari generic|1920x1080,MacOS,Mac OS X 10_11_6,safari generic,1920x1080
MacOS|Mac OS X 10_13_1|safari generic|2880x1800,MacOS,Mac OS X 10_13_1,safari generic,2880x1800
SAMSUNG SM-G930A Build/NRD90M|Android 7.0|samsung browser 6.2|2560x1440,SAMSUNG SM-G930A Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440
5012G Build/MRA58K|UNK|chrome 55.0 for android|UNK,5012G Build/MRA58K,,chrome 55.0 for android,
MacOS|Mac OS X 10_13_1|safari generic|1280x800,MacOS,Mac OS X 10_13_1,safari generic,1280x800
rv:52.0|Windows 10|firefox|2560x1440,rv:52.0,Windows 10,firefox,2560x1440
BLL-L23 Build/HUAWEIBLL-L23|UNK|chrome 60.0 for android|UNK,BLL-L23 Build/HUAWEIBLL-L23,,chrome 60.0 for android,
rv:57.0|Windows 10|firefox|1280x768,rv:57.0,Windows 10,firefox,1280x768
Windows|Windows 7|firefox 57.0|1600x900,Windows,Windows 7,firefox 57.0,1600x900
UNK|Linux|chrome 61.0|1366x768,,Linux,chrome 61.0,1366x768
iOS Device|iOS 10.3.3|mobile safari generic|1334x750,iOS Device,iOS 10.3.3,mobile safari generic,1334x750
SM-P350 Build/MMB29M|UNK|chrome 62.0 for android|UNK,SM-P350 Build/MMB29M,,chrome 62.0 for android,
MacOS|Mac OS X 10_12_6|chrome 62.0|1440x900,MacOS,Mac OS X 10_12_6,chrome 62.0,1440x900
SM-G610M Build/MMB29K|UNK|chrome 62.0 for android|UNK,SM-G610M Build/MMB29K,,chrome 62.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1280x720,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x720
MacOS|Mac OS X 10_12_6|safari generic|2880x1800,MacOS,Mac OS X 10_12_6,safari generic,2880x1800
MacOS|Mac OS X 10_11_6|safari generic|1366x768,MacOS,Mac OS X 10_11_6,safari generic,1366x768
MacOS|Mac OS X 10_10_5|safari generic|1680x1050,MacOS,Mac OS X 10_10_5,safari generic,1680x1050
MacOS|Mac OS X 10_12_6|safari generic|1280x800,MacOS,Mac OS X 10_12_6,safari generic,1280x800
SM-A300H Build/LRX22G|UNK|chrome 62.0 for android|UNK,SM-A300H Build/LRX22G,,chrome 62.0 for android,
Windows|Windows 7|UNK|1600x900,Windows,Windows 7,,1600x900
Moto|Android 7.0|chrome generic|1920x1080,Moto,Android 7.0,chrome generic,1920x1080
iOS Device|iOS 10.3.3|mobile safari generic|1136x640,iOS Device,iOS 10.3.3,mobile safari generic,1136x640
UNK|Linux|chrome 60.0|UNK,,Linux,chrome 60.0,
Windows|Windows Vista|ie|1280x720,Windows,Windows Vista,ie,1280x720
Windows|Windows 8.1|chrome 62.0|1440x900,Windows,Windows 8.1,chrome 62.0,1440x900
Trident/7.0|Windows 10|ie 11.0 for tablet|3200x1800,Trident/7.0,Windows 10,ie 11.0 for tablet,3200x1800
iOS Device|iOS 11.2.0|mobile safari 11.0|2048x1536,iOS Device,iOS 11.2.0,mobile safari 11.0,2048x1536
Windows|Windows 10|firefox generic|1920x1080,Windows,Windows 10,firefox generic,1920x1080
iOS Device|iOS 10.3.1|mobile safari generic|1334x750,iOS Device,iOS 10.3.1,mobile safari generic,1334x750
rv:48.0|Mac OS X 10.6|firefox 48.0|1440x900,rv:48.0,Mac OS X 10.6,firefox 48.0,1440x900
SM-G925V Build/NRD90M|Android 7.0|chrome 62.0 for android|2560x1440,SM-G925V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440
rv:56.0|Mac OS X 10.12|firefox 56.0|1920x1080,rv:56.0,Mac OS X 10.12,firefox 56.0,1920x1080
SAMSUNG SM-N910A Build/MMB29M|Android 6.0.1|samsung browser 6.2|2560x1440,SAMSUNG SM-N910A Build/MMB29M,Android 6.0.1,samsung browser 6.2,2560x1440
iOS Device|iOS|mobile safari 9.0|1136x640,iOS Device,iOS,mobile safari 9.0,1136x640
Windows|Windows 10|chrome 62.0|2112x1188,Windows,Windows 10,chrome 62.0,2112x1188
MacOS|Mac OS X 10_12_6|chrome 62.0|2560x1600,MacOS,Mac OS X 10_12_6,chrome 62.0,2560x1600
MacOS|Mac OS X 10_11_6|chrome 61.0|1366x768,MacOS,Mac OS X 10_11_6,chrome 61.0,1366x768
iOS Device|iOS|mobile safari 8.0|2048x1536,iOS Device,iOS,mobile safari 8.0,2048x1536
rv:57.0|Mac OS X 10.13|firefox 57.0|2560x1600,rv:57.0,Mac OS X 10.13,firefox 57.0,2560x1600
iOS Device|iOS 10.3.2|mobile safari 10.0|1334x750,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750
UNK|Linux|chrome 56.0|1280x720,,Linux,chrome 56.0,1280x720
iOS Device|iOS 11.2.0|mobile safari 11.0|2436x1125,iOS Device,iOS 11.2.0,mobile safari 11.0,2436x1125
SM-G532M Build/MMB29T|UNK|chrome 60.0 for android|UNK,SM-G532M Build/MMB29T,,chrome 60.0 for android,
Windows|Windows 10|chrome 62.0|2736x1824,Windows,Windows 10,chrome 62.0,2736x1824
Windows|Windows XP|firefox 52.0|1280x800,Windows,Windows XP,firefox 52.0,1280x800
Windows|Windows 10|opera 49.0|1366x768,Windows,Windows 10,opera 49.0,1366x768
iOS Device|iOS 11.2.0|mobile safari 11.0|2224x1668,iOS Device,iOS 11.2.0,mobile safari 11.0,2224x1668
5080A Build/MRA58K|UNK|chrome 62.0 for android|UNK,5080A Build/MRA58K,,chrome 62.0 for android,
XT1254 Build/MCG24.251-5-5|Android 6.0.1|chrome 62.0 for android|2560x1440,XT1254 Build/MCG24.251-5-5,Android 6.0.1,chrome 62.0 for android,2560x1440
Windows|Windows 10|edge 13.0|2160x1440,Windows,Windows 10,edge 13.0,2160x1440
iOS Device|iOS 11.0.3|mobile safari 11.0|2001x1125,iOS Device,iOS 11.0.3,mobile safari 11.0,2001x1125
KFGIWI Build/LVY48F|Android 5.1.1|chrome generic|UNK,KFGIWI Build/LVY48F,Android 5.1.1,chrome generic,
iOS Device|iOS 10.3.1|mobile safari 10.0|1334x750,iOS Device,iOS 10.3.1,mobile safari 10.0,1334x750
Windows|Windows 10|chrome 62.0|2400x1350,Windows,Windows 10,chrome 62.0,2400x1350
MacOS|Mac OS X 10_12_5|safari generic|2880x1800,MacOS,Mac OS X 10_12_5,safari generic,2880x1800
Windows|Windows 10|firefox 57.0|1440x900,Windows,Windows 10,firefox 57.0,1440x900
rv:57.0|Mac OS X 10.13|firefox 57.0|1440x900,rv:57.0,Mac OS X 10.13,firefox 57.0,1440x900
